Index,Type,ID,zone-0,zone-I,zone-II,zone-III,zone-IV,zone-MYSO,zone-S
7,"Fe, Ni",[Fe III] 4607.12+,0.7783,0.7349,0.0233,0.8864,1.1712,0.4645,1.3284
35,High Perm,O II 4641.81+,1.6082,1.5151,0.1786,1.6513,0.2506,1.4555,1.2336
42,High Perm,O II 4649.13+,0.9254,1.2033,1.2266,1.2205,0.9671,1.1485,1.2115
49,"Fe, Ni",[Fe III] 4658.10,0.5761,2.0458,0.9641,1.0513,0.948,0.7893,1.0259
71,High Neb,He II  4685.68,1.261,0.8762,0.0374,1.3154,0.6721,1.1948,1.0036
83,"Fe, Ni",[Fe III] 4701.62,0.5942,0.0689,0.9025,0.3293,0.2978,0.9328,0.5892
91,High Neb,[Ar IV] 4711.37+,1.0531,1.117,0.8156,0.9333,1.0046,0.7093,1.4728
110,"Fe, Ni",[Fe III] 4734.00,0.4977,0.1606,1.7158,1.2387,1.4303,0.8733,2.3757
114,High Neb,[Ar IV] 4740.17,0.9112,0.9818,0.7813,0.9847,0.9768,0.8079,0.8525
126,"Fe, Ni",[Fe III] 4754.81,1.1149,0.2143,0.7007,0.0342,0.9254,1.0148,1.1155
138,"Fe, Ni",[Fe III] 4769.53,0.2889,0.2138,0.0179,1.1668,0.5375,0.9591,0.1914
174,"Fe, Ni",[Fe II] 4814.534,0.4143,0.0342,0.5329,1.0586,0.5799,0.8963,0.0325
211,Med Neb,H I 4861.32,0.9388,0.9248,0.9341,0.9207,0.9073,0.9665,0.8624
227,"Fe, Ni",[Fe III] 4881.073,0.6261,0.6323,1.1385,0.2226,0.0124,0.9739,1.8551
260,Med Neb,He I 4921.93,0.8901,0.7421,0.912,0.9824,0.9257,1.1881,1.1817
268,"Fe, Ni",[Fe III] 4930.64,1.3362,3.0357,0.8868,0.768,1.0668,0.8191,1.7448
289,Med Neb,[O III] 4958.91,0.8854,0.9255,0.8354,0.8339,0.8566,0.8878,0.7567
311,"Fe, Ni",[Fe III] 4987.20+,1.0225,2.1209,0.9949,0.9588,1.0882,1.107,1.1176
328,Med Neb,[O III] 5006.84,0.8163,0.6131,0.8694,0.9026,0.8499,0.7389,0.8466
335,Med Neb,He I 5015.68,0.9227,0.7184,0.9537,0.9783,0.8675,0.8787,0.2072
356,Med Perm,Si II 5041.03,1.2717,1.2546,1.166,0.7958,1.3102,0.7994,1.0469
360,Med Neb,He I 5047.74,0.8657,0.9338,0.7849,0.8502,0.657,0.8339,1.0763
367,Med Perm,Si II 5055.98,2.549,0.0191,0.0045,0.8954,2.0288,0.9949,1.6326
428,Stellar,O I 5131.14,0.331,0.8788,0.0876,0.4131,0.212,0.2118,0.1133
441,Neutral,O I 5146.61,1.3202,1.4286,0.956,0.2399,0.2396,0.2994,1.3438
449,"Fe, Ni",[Fe II] 5158.81,1.5853,0.1149,0.1199,0.0075,0.2951,1.0665,2.2442
475,Med Neb,[Ar  III] 5191.82,0.5044,0.1024,0.2978,0.8502,0.25,2.0256,0.0023
482,Neutral,[N I]  5199.00+,1.338,1.2203,1.464,1.3057,1.3368,0.9024,0.5022
498,Med Perm,Si II 5219.31 ,1.292,1.1529,0.1824,0.705,1.6778,0.9076,1.094
531,"Fe, Ni",[Fe II] 5261.61,0.4007,0.9856,0.779,0.0245,1.3741,0.8059,1.2519
539,"Fe, Ni",[Fe III] 5270.40+,0.9835,1.1443,0.8515,1.0194,0.1285,0.9065,0.3201
576,Stellar,None,0.0812,0.003,1.004,0.0764,0.2182,0.5956,0.6086
589,"Fe, Ni",[Fe II] 5333.646,1.6008,1.4536,1.5196,0.0104,1.6455,1.1352,1.6928
623,"Fe, Ni",[Fe II] 5376.452,1.5234,1.4708,1.3295,0.6074,0.111,1.0165,1.7276
652,High Neb,He II 5411.52+,1.0232,0.2734,1.2882,1.3523,1.1154,0.76,1.019
669,Stellar,O II 5433.49,0.233,0.9594,1.0258,0.1638,0.9901,0.5711,0.1247
737,Med Neb,[Cl III] 5517.71,0.8635,0.512,0.9015,0.939,0.8226,0.8507,0.8468
753,Med Neb,[Cl III]] 5537.88,0.9044,0.8135,0.9089,0.9376,0.8192,0.8686,0.9427
785,Low Neb,[O I] 5577.34,2.1795,2.1417,0.1425,2.0816,2.1728,0.1829,2.3141
914,High Perm,Si III 5739.73,0.8043,0.1948,1.3573,1.1724,0.9643,0.1474,1.5324
920,Stellar?,None,1.4427,1.4141,1.271,0.2279,0.9011,1.0953,1.2467
926,Low Neb,[N II] 5755.08,0.9077,0.0456,0.8695,0.7481,0.8647,0.976,0.7845
965,Stellar,None,0.9149,1.8945,0.231,0.0958,0.7419,0.5111,0.2695
1018,"Fe, Ni",Ni II 5867.99,2.0268,1.81,2.112,2.0109,2.0387,1.9226,1.9803
1023,Med Neb,He I 5875.62,0.9389,0.8926,0.9168,0.9173,0.9213,0.9606,0.8458
1089,Med Perm,Si II 5957.56,1.1576,1.1783,0.6808,0.0258,0.177,1.0033,1.6154
1106,Med Perm,Si II 5978.93,0.6533,0.9053,0.9491,1.0964,0.1424,0.8881,1.5033
1146,Deep Neutral?,UIL,0.7835,0.2247,0.6579,1.1807,1.5323,1.2732,0.8632
1153,Deep Neutral?,UIL,1.0875,0.2284,0.1187,0.5491,0.8906,1.2129,1.2791
1160,Neutral,O I 6046.23,0.7775,1.1022,1.2883,0.7829,0.0975,0.911,4.0395
1190,Neutral?,UIL,0.6836,1.6013,0.0198,0.2353,1.1687,0.9337,1.6793
1204,High Neb,[K IV] 6101.79,0.3914,0.0072,0.1779,0.2711,0.9795,0.8036,1.1791
1300,Deep Neutral,UIL,0.6372,0.6168,0.0894,0.5207,1.5004,0.8998,0.2437
1312,Deep Neutral?,UIL,0.0101,2.8055,0.0155,1.3275,1.1118,1.0678,1.0075
1322,"Fe, Ni",Fe II 6248.91,1.0578,1.3408,1.8173,0.2021,0.0301,0.9479,1.0093
1332,Deep Neutral?,UIL,0.8172,0.8841,0.6097,0.16,0.2168,0.9958,1.3651
1339,Deep Neutral,UIL+,1.0,1.0297,1.055,0.5874,0.8752,1.0474,1.0221
1363,Low Neb,[O I] 6300.30,0.862,0.0726,0.8802,1.0493,1.0356,0.9538,0.7492
1372,Med Neb,[S III] 6312.06,0.8244,0.6856,0.7609,0.8165,0.6801,0.8613,0.9066
1377,"Fe, Ni",Fe II 6317.99,1.3022,1.1762,0.1682,0.2485,0.0678,0.9277,0.0909
1401,Med Perm,Si II 6347.11,0.7642,0.9973,1.0748,1.4194,0.3185,0.7604,0.9845
1414,Low Neb,[O I] 6363.78 ,0.9001,0.2426,0.9256,0.9339,0.962,0.9775,0.8702
1420,Med Perm,Si II 6371.36 ,0.7416,0.5255,1.0396,3.1891,1.8349,0.9835,0.1575
1430,"Fe, Ni",Fe II 6383.73+,0.1377,0.0278,0.0717,1.3338,1.5298,1.0035,0.1359
1470,Deep Neutral?,UIL,1.2195,0.9621,1.7137,0.3285,0.6474,0.9575,1.2075
1484,Deep Neutral?,UIL,0.5318,0.1098,0.2373,0.0798,0.9796,0.1178,0.9676
1488,"Fe, Ni",Fe II 6455.8427,0.4964,0.2642,0.4697,6.0009,0.2364,1.0741,0.3151
1490,Deep Neutral?,UIL,1.6094,17.5139,2.158,157.3328,18.0782,2.3604,1.7416
1498,Deep Neutral?,UIL,1.5426,1.3076,1.7005,1.2108,1.0998,1.3372,1.4664
1512,Deep Neutral?,UIL,1.0979,2.0522,0.0425,1.5388,0.0263,0.0953,0.6291
1517,"Fe, Ni",Fe II 6493.04+,0.6752,1.0093,0.7675,0.9357,1.1011,0.889,0.9174
1524,Deep Neutral?,UIL,0.7259,0.0225,0.5353,0.0446,0.9538,0.1997,0.4614
1536,"Fe, Ni",Fe II 6517.03,2.5744,0.7063,1.6808,0.1022,0.3142,1.3553,1.7121
1547,Neutral?,UIL+,0.454,0.4791,0.5211,0.2888,0.324,0.9454,0.057
1561,Low Neb,[N II] 6548.05,0.7788,0.6517,0.7609,0.7762,0.5544,0.9509,0.7545
1573,Med Neb,H I 6562.79,0.9329,0.9076,0.9063,0.907,0.9149,0.9794,0.8607
1590,Low Neb,[N II] 6583.45,0.8812,0.898,0.9191,0.9489,0.6976,0.6966,0.9253
1616,Deep Neutral?,UIL,0.8771,1.1915,0.0939,0.1551,0.3196,0.6351,0.6519
1626,Deep Neutral?,UIL+,1.1484,0.7676,0.8027,0.7017,0.0606,1.9436,1.7179
1632,Deep Neutral?,UIL,0.9659,1.0004,0.7161,0.0006,1.3301,1.6791,1.4425
1640,Deep Neutral?,UIL,0.8948,0.6349,0.1442,0.3844,0.2551,0.9427,1.6096
1648,Deep Neutral?,UIL,0.9976,0.7784,1.1554,0.1417,0.0226,0.5337,0.0972
1657,"Fe, Ni",[Ni II]  6666.80,1.1169,1.973,0.7056,0.1028,0.9426,1.1137,2.8218
1665,Med Neb,He I 6678.15,0.7575,0.7419,0.7202,0.7629,0.6992,0.7868,0.6216
1682,Deep Neutral?,UIL,0.8799,0.5227,0.0676,0.9041,0.7692,0.7484,1.1036
1696,Low Neb,[S II] 6716.44,0.8748,0.3403,0.87,0.6973,0.7856,0.942,0.7539
1708,Low Neb,[S II] 6730.816,0.8816,0.951,0.9144,0.9449,0.653,0.7097,0.9587
1744,Deep Neutral,UIL,0.7825,0.9224,0.7509,1.0221,1.1174,0.8551,1.113
1756,None,None,0.3054,0.8035,0.0275,0.2415,0.6496,0.1615,0.2257
1759,High Neb,[K IV] 6795.1,0.852,0.4816,0.0034,1.5088,1.023,0.0175,2.9189
1794,None,None,0.1436,0.3738,0.3198,0.5992,0.2882,0.2116,2.4621
1801,Deep Neutral?,UIL,1.0514,1.5531,1.9466,1.1645,0.0675,1.2238,1.188
1913,Deep Neutral?,UIL,0.9149,0.1011,0.2339,0.2969,0.4255,0.8126,0.6315
1925,Neutral,O I 7001.92,0.8155,0.5296,0.1663,0.5333,0.2607,0.9105,0.6918
1931,Deep Neutral?,UIL,1.1217,1.5943,1.4279,0.1114,0.2541,1.0116,1.0008
1936,Deep Neutral?,UIL,0.8896,0.1059,1.5339,1.1608,1.3219,1.2841,1.7575
1944,Deep Neutral?,UIL,0.7712,0.9009,0.3227,0.7118,0.2479,1.6174,1.6491
1954,Deep Neutral?,UIL,0.8583,1.4206,1.2226,1.4203,1.6661,1.3903,1.523
1958,Deep Neutral?,UIL,0.966,0.1845,1.2859,0.7402,4.8081,1.1715,1.8805
1969,Deep Neutral?,UIL,1.2648,1.0805,2.008,2.2375,0.0481,1.1993,1.515
1975,Med Neb,He I 7065.28,0.8545,0.8435,0.7591,0.7931,0.8003,0.8915,0.448
1987,Neutral?,UIL,1.0503,0.0858,0.8355,1.1998,0.3897,1.1802,1.5047
1997,Deep Neutral,UIL,1.0185,1.0542,1.1842,0.8271,0.8458,1.0219,0.8319
2008,Deep Neutral,UIL,0.8601,0.8788,0.9721,1.3998,1.2523,0.6272,0.5227
2012,Deep Neutral,UIL,0.7881,0.089,0.9073,0.1853,0.2504,1.0449,1.2169
2032,Med Neb,[Ar III] 7135.78,0.8833,0.3469,0.9173,0.9249,0.899,0.8625,0.9149
2039,Deep Neutral,UIL,1.0455,1.3549,1.4469,2.1236,56.102,1.2761,0.3504
2047,"Fe, Ni",[Fe II] 7155.14,0.9725,1.0979,1.2323,0.7348,0.0358,0.9939,0.0545
2052,Med Neb,He I 7160.13,0.3749,2.687,0.7703,1.0591,0.9002,1.8968,0.665
2060,High Neb,[Ar IV] 7170.5,0.8866,0.4062,0.6697,0.5618,0.4719,1.1478,0.259
2066,Deep Neutral,UIL,0.8202,0.0439,0.4687,1.0398,1.5116,0.4312,1.6407
2071,Deep Neutral??,UIL,0.9976,0.8427,0.973,0.9325,0.4995,1.0635,1.054
2079,Deep Neutral?,UIL,0.1711,0.0146,0.0227,0.0012,0.1872,0.0144,0.0204
2082,Deep Neutral??,UIL,0.3299,0.4464,0.6223,0.8963,0.8072,0.8115,0.8113
2101,Deep Neutral?,UIL,0.9023,1.912,0.9095,1.0307,1.1175,1.0198,0.9534
2114,Deep Neutral,UIL+,1.1864,0.5636,0.2126,0.1362,0.146,0.572,0.0136
2127,Neutral,O I 7254.15+,1.2271,0.8431,0.6862,0.1126,0.316,0.8856,0.3454
2134,High Neb,[Ar IV] 7262.7+,1.1052,1.9393,0.9092,2.365,0.8828,0.9816,1.0091
2148,Med Neb,He I 7281.35,0.9135,0.8044,0.8471,0.8534,0.8641,0.9499,0.926
2154,"Fe, Ni?",UIL,2.4384,0.6471,2.3955,1.2354,1.3359,1.6669,1.1872
2168,Deep Neutral??,UIL,1.4796,1.6492,1.304,1.0997,1.6943,0.7645,0.7923
2179,Low Neb,[O II] 7319.99+,0.9478,0.2536,0.9249,0.9059,0.694,0.9916,0.8704
2187,Low Neb,[O II] 7330.73+,0.8212,0.7334,0.8408,0.8755,0.7305,0.8692,0.7754
2225,"Fe, Ni",[Ni II] 7377.83,0.964,1.187,0.3991,0.872,0.7487,0.7421,0.7734
2252,"Fe, Ni",[Ni II] 7411.61 ,0.2539,0.1046,0.5674,0.3372,0.3106,0.6958,0.137
2263,"Fe, Ni?",UIL,0.3068,0.2758,0.0737,0.8093,0.822,0.7715,1.218
2277,Neutral,N I 7442.30,0.2595,0.8427,1.8498,0.2125,0.2454,0.9911,1.8314
2285,"Fe, Ni?",[Fe II] 7452.54?,0.541,0.8341,0.0182,0.144,0.8309,1.0173,1.5521
2294,Deep Neutral,UIL,0.7914,0.209,0.4671,0.6154,0.1033,0.592,1.0835
2298,Neutral,N I 7468.31+,0.888,0.9271,0.5389,0.852,0.6027,0.9887,0.554
2314,Deep Neutral,UIL,0.8837,0.1027,0.2355,0.4679,0.448,0.8585,0.5117
2323,Med Neb,He I 7499.85,0.984,0.762,0.7455,0.8638,0.7749,0.5753,1.0004
2334,"Fe, Ni",Fe II 7513.1762,0.9604,1.14,0.8604,1.0576,1.2631,1.0194,1.0968
2345,Deep Neutral?,UIL+,0.5489,0.6339,0.3129,0.6762,0.2135,0.8479,0.9931
2348,High Neb,[Cl IV] 7530.8,0.7737,0.3736,0.561,0.9167,0.8972,0.1839,0.5143
2426,Deep Neutral,UIL,0.3009,0.277,0.3265,0.5083,0.1944,0.194,0.1078
2434,Deep Neutral,UIL,0.6959,0.3839,0.7574,0.8329,0.3575,0.4296,0.7408
2454,Deep Neutral,UIL,0.8579,0.8803,0.7034,0.6866,0.808,0.9062,0.8655
2489,Deep Neutral,UIL+,0.7875,0.2064,0.2765,0.42,0.1594,0.0093,0.5636
2501,Deep Neutral?,UIL+,1.0174,0.3096,0.3404,0.1163,0.2237,0.8516,0.2652
2503,Deep Neutral?,UIL,0.8188,0.1499,0.0804,3.2141,0.0844,0.657,1.398
2516,Deep Neutral?,UIL,1.6202,1.838,1.8186,2.0115,2.0624,1.576,2.1326
2524,Med Neb,[Ar III] 7751.10,0.8512,0.792,0.7406,0.7656,0.738,0.8839,0.5683
2538,Deep Neutral,UIL,0.5668,0.4988,0.1954,0.2927,0.6797,0.2545,0.0856
2549,Deep Neutral,UIL,1.0644,1.3195,1.1831,1.0487,0.6301,0.8441,0.8344
2556,Deep Neutral,UIL+,1.3426,0.2843,0.2018,0.1588,0.3215,1.1761,0.693
2565,Deep Neutral,UIL+,2.1193,0.0709,0.0838,0.6463,0.4967,1.3504,0.0531
2577,Med Neb,He I 7816.13+,0.0876,0.3618,0.5927,0.2764,0.3489,0.7423,0.2426
2594,Deep Neutral,UIL+,0.9833,0.2654,0.245,0.1799,0.2632,0.9486,0.9149
2602,Deep Neutral,UIL+,0.7722,0.7292,0.9788,0.2103,0.021,0.643,0.5213
2614,Deep Neutral?,UIL+,0.8587,0.5677,0.6215,0.2961,0.1388,0.8463,0.0078
2623,Low Neb??,[P II] 7875.99+,0.2982,0.8028,1.5169,0.1243,0.0044,0.9392,0.0553
2636,Deep Neutral,UIL,0.9494,1.2096,0.9526,1.0881,1.4479,0.2618,1.7121
2657,Deep Neutral?,UIL+,0.8902,0.994,0.1949,0.03,0.5403,1.0654,0.6495
2692,Deep Neutral,UIL+,0.7494,0.6244,0.0466,0.1019,0.486,0.7166,0.7538
2724,"Fe, Ni",[Fe II] 7997.03+,2.1596,0.2783,0.8251,0.1649,0.7343,0.6887,1.2591
2731,Deep Neutral,UIL+,0.7213,0.5165,0.7234,0.4746,0.0724,0.748,0.0571
2754,Deep Neutral,UIL,0.9375,1.9006,0.0064,1.1626,0.047,1.7876,0.9185
2760,High Neb,[Cl IV] 8045.62+,0.9294,1.2355,0.8161,1.0806,0.943,0.8659,0.9704
2779,Deep Neutral?,UIL,0.9082,1.5603,0.0364,1.5406,0.8544,1.0564,0.6693
2790,Deep Neutral,UIL,0.9206,1.1856,0.8232,0.0112,0.4043,0.8967,0.3262
2825,Neutral,Ca I] 8125.31,0.226,0.204,0.8548,0.7421,0.688,0.8593,0.7129
2844,Deep Neutral,UIL,0.881,0.019,0.2921,0.6119,0.91,0.255,0.8197
2874,Neutral,N I 8188.012,0.6332,1.026,0.9253,0.1849,0.0716,0.8719,1.0459
2877,Deep Neutral,UIL,1.1507,0.7638,0.8443,0.7595,0.8699,0.5716,0.0114
2884,Neutral,N I 8200.357        ,1.1494,1.0875,0.2066,1.1863,1.0884,1.0718,0.0425
2889,Deep Neutral?,UIL,0.8839,0.3092,0.2719,1.6426,0.6126,0.5958,0.6992
2892,Neutral,N I 8210.715,1.3308,1.1369,1.715,0.6847,1.5579,1.0656,1.6246
2897,Neutral,N I 8216.34+,1.2547,1.0913,1.8821,0.8104,1.1963,0.9469,0.0084
2902,Neutral,N I 8223.14+,0.8828,1.0604,0.2612,0.5701,0.2955,1.0069,0.503
2907,Neutral,O I 8230.00+,0.6975,0.7091,0.1984,0.0319,1.5587,0.9323,0.1029
2913,High Neb,He II 8236.78,0.8739,1.7727,0.5218,0.4593,0.1509,1.1289,0.9277
2918,Neutral,N I 8242.39,0.7847,0.7492,0.0124,0.159,0.7923,0.7961,1.6136
2937,Deep Neutral,UIL,1.071,0.633,0.8634,0.4963,0.1445,0.8142,0.5516
2942,Deep Neutral,UIL,0.8444,0.2514,0.52,0.5289,2.808,0.5469,3.0587
2951,Deep Neutral,UIL+,0.5341,0.1057,2.0702,0.1314,0.2616,3.7341,1.1915
2954,Deep Neutral,UIL,0.4561,0.9018,0.6036,0.3065,0.0213,0.8825,0.5042
2957,Med Neb,H I 8292.31,0.0931,0.009,0.2993,0.0059,0.2431,0.0701,0.1133
2963,Deep Neutral,UIL+,1.1152,1.1881,1.1063,1.0182,1.0373,1.0154,0.3198
2967,Deep Neutral?,UIL+,0.9222,0.7702,0.194,0.7201,0.6859,0.1098,0.1294
2969,Med Neb,H I 8306.11+,0.5327,0.3865,0.3798,0.9113,0.8077,1.9621,0.4181
2975,Med Neb,H I 8314.26,0.9295,0.8799,0.8975,0.9498,0.9327,1.0122,0.6386
2982,Med Neb,H I 8323.42,0.9115,0.8735,0.8323,0.8811,0.7877,1.0082,1.6396
2987,Deep Neutral?,UIL,0.8929,1.5398,0.8283,0.9838,1.1828,0.2235,0.607
2991,Deep Neutral,UIL+,1.1883,1.5684,1.274,1.4096,1.4959,1.0802,1.3169
3000,Med Neb,H I 8345.55,1.0947,0.6059,0.9704,0.6853,0.399,1.0625,0.1911
3011,Med Neb,H I 8359.00+,0.9589,0.6911,0.885,1.0318,0.9336,0.9396,0.165
3023,Med Neb,H I 8374.48,0.8929,0.1508,0.883,0.9115,0.8486,0.936,0.8284
3034,Deep Neutral?,UIL,0.3138,0.3071,0.5397,1.2674,1.2533,0.8127,1.5674
3037,Med Neb,H I 8392.40+,0.2385,0.3972,0.492,0.2965,0.4561,0.5452,0.2883
3045,Deep Neutral??,UIL,0.8115,1.1325,0.1562,0.2264,0.7996,1.2618,0.2047
3054,Med Neb,H I 8413.32+,0.8233,2.857,0.6943,1.0537,1.0585,0.8519,0.7274
3074,Med Neb,H I 8437.96,0.9644,0.7761,0.9074,0.934,0.9184,1.0543,0.8741
3081,Neutral,O I 8446.48,0.9184,0.4681,0.8052,0.5246,0.5725,0.9442,0.0619
3091,Deep Neutral,UIL+,0.9363,0.9118,1.0679,0.6501,0.601,0.9481,0.048
3098,Med Neb,H I 8467.26,0.9185,0.7324,0.8816,0.897,0.8943,0.8179,0.8464
3104,Deep Neutral,UIL,1.0294,1.0534,1.465,1.6638,0.0262,0.9889,1.566
3122,Deep Neutral,UIL,0.97,0.4687,0.5918,1.2619,0.9687,1.2451,0.9265
3126,Med Neb,H I 8502.49,0.9522,0.483,0.9458,1.0554,1.0432,0.7871,1.0245
3138,Med Neb,He I 8518.04,1.1663,1.4166,1.4758,1.1317,1.098,1.2784,1.7055
3142,Deep Neutral,UIL,0.9557,1.0156,1.0068,0.6628,0.9608,1.0447,1.4015
3147,Med Neb,He I 8528.95,1.211,1.1013,1.0551,1.0466,0.6292,1.1026,0.9735
3160,Med Neb,H I 8545.38+,1.0012,1.0077,0.9772,0.9755,1.0016,0.8914,1.1383
3164,Deep Neutral,UIL,0.8967,0.9418,0.3621,0.918,0.892,0.805,1.3715
3172,Deep Neutral,UIL,0.9345,0.9904,0.8213,1.3926,0.9695,0.9945,1.0853
3187,Low Neb,[Cl II] 8578.69+,0.8633,0.5888,0.8958,0.2946,0.7832,0.8197,0.0753
3190,Med Neb,He I 8582.61+,0.3763,0.4051,0.3315,1.0295,1.2555,0.1827,0.2406
3202,Med Neb,H I 8598.39,0.8342,0.7433,0.7951,0.8373,0.7926,0.7044,0.7631
3213,Deep Neutral,UIL,0.9653,0.4403,0.8855,0.1726,0.9413,0.4555,0.7135
3218,"Fe, Ni",[Fe II] 8616.95,1.6615,1.2699,0.9558,0.2742,1.054,0.3024,1.0661
3221,Deep Neutral,UIL,1.2423,0.0758,0.5667,0.6794,0.7782,0.2109,0.646
3228,Neutral?,N I 8629.24,0.0892,0.4962,0.0703,0.0191,0.0244,1.0676,0.1494
3244,Deep Neutral,UIL+,1.0406,0.6683,1.0612,1.4917,0.4921,1.0362,0.6676
3252,Deep Neutral,UIL,0.8134,0.8533,0.9685,1.4798,1.2499,0.2942,1.1059
3256,Med Neb,H I 8665.02,0.928,0.8094,0.9494,0.9697,0.9639,0.8163,0.9512
3263,Deep Neutral,UIL+,0.6493,0.7986,0.0786,1.72,0.6852,0.9927,1.0966
3268,Neutral,N I 8680.282,0.2553,0.1483,0.6999,1.1592,0.6152,0.2032,1.1863
3272,Deep Neutral,UIL+,1.0125,2.0999,0.9044,1.0051,1.0293,1.3175,1.7893
3278,Deep Neutral??,UIL+,1.3879,1.3073,1.0189,1.0574,1.6286,2.4962,1.4341
3280,Neutral?,UIL+,1.0373,1.3667,0.4228,0.7649,0.472,1.0757,1.1477
3286,Neutral,N I 8703.247,1.0922,0.9258,0.565,0.7718,0.9553,0.8236,2.0206
3293,Neutral,N I 8711.703,1.3056,0.8958,0.7216,1.0401,0.9984,0.9652,1.3229
3299,Neutral,N I 8718.837,1.9492,1.1246,0.0196,0.8864,0.9839,1.0193,1.5527
3306,Deep Neutral,[C I] 8727.13,0.9005,0.7814,1.235,0.0614,0.4736,0.9646,1.0285
3311,Med Neb,He I 8733.43,1.172,0.3807,1.1003,1.0267,1.1437,0.9578,0.817
3315,Deep Neutral,UIL,0.9661,0.2273,0.1187,0.4168,0.5862,1.0285,1.0703
3324,Med Neb,H I 8750.47,0.9579,0.8544,0.8413,0.8746,0.9143,0.9608,0.7859
3346,Med Neb,He I 8776.71+,0.115,0.0198,0.2809,0.3845,0.0712,0.6718,1.7804
3355,Deep Neutral,UIL,0.7904,0.0071,0.4924,0.1144,0.2408,0.9629,0.5547
3372,Deep Neutral,UIL,0.9647,2.7512,0.5997,1.7572,1.2195,1.0307,1.7156
3397,Deep  Neutral,UIL,0.5089,0.0506,0.148,0.0026,0.0733,0.588,0.3748
3405,Deep Neutral,UIL,0.9159,1.4155,0.9688,1.0773,0.9732,0.8461,0.721
3412,Deep Neutral??,UIL,0.4318,0.6563,0.1431,0.9181,0.1719,0.0066,0.083
3414,Med Neb,H I 8862.79,0.9507,0.8025,0.8729,0.8457,0.8554,1.0027,0.762
3435,Deep Neutral?,UIL,0.8917,1.512,0.7969,1.1554,0.6983,0.7165,0.9217
3439,Deep Neutral,UIL,0.7957,0.6536,0.5366,1.4912,1.067,0.9438,1.0162
3481,Deep Neutral,UIL,1.2881,0.9448,1.0538,2.46,0.4439,1.0968,0.3678
3494,"Fe, Ni?",UIL,0.6117,1.0213,1.0481,1.0704,1.118,0.7172,3.6736
3536,Med Neb,H I 9014.91,0.979,0.7019,0.9994,1.0156,1.0081,1.0002,1.0547
3539,Deep Neutral,UIL,0.5752,0.2167,0.0169,1.1494,0.928,0.0553,0.8084
3548,Deep Neutral,UIL,0.804,0.322,0.3543,0.4914,1.2038,0.9098,2.0548
3552,Deep Neutral??,UIL,1.0408,0.3684,0.103,0.0672,0.8857,1.0058,1.0414
3561,Deep Neutral??,UIL+,0.0594,1.2917,1.119,1.0968,0.0877,0.0974,0.0351
3564,Deep Neutral,UIL,1.0214,0.5968,0.4407,0.947,1.8743,0.8242,0.0133
3570,Deep Neutral,UIL,0.9316,0.7919,0.1936,1.2681,0.9961,0.0098,1.3617
3574,Med Neb,He I 9063.29,1.5759,1.6834,1.7965,1.8362,1.7611,0.8064,1.2696
3579,Med Neb,[S III] 9068.90,0.9282,0.7884,0.8704,0.9029,0.9109,0.9734,0.7738
3591,Deep Neutral?,UIL,0.1221,1.1947,1.1304,0.0481,0.8981,0.9058,0.7603
3603,Deep Neutral,UIL,1.0386,0.8992,1.1661,1.0135,0.4721,2.2948,1.0975
3615,Deep Neutral,UIL,0.9581,0.9125,0.7921,0.9463,0.9469,1.0276,1.0006
3622,Low Neb?,[Cl II] 9123.60,1.2572,1.7604,1.6367,1.391,0.038,1.211,1.525
3640,Deep Neutral,UIL,0.9779,0.1037,1.9886,1.2993,0.8774,1.8403,1.2452
3649,Deep Neutral?,UIL,1.0332,0.0473,0.1276,0.0072,0.1455,0.9006,1.2957
3654,Deep Neutral?,UIL,1.0996,1.0939,3.6348,0.4187,0.3661,0.8257,0.8925
3687,Neutral,Ca I] 9204.09,0.8186,0.0874,2.8387,2.9329,0.5791,0.8911,15.508
3692,Med Neb,He I 9210.28,0.4915,0.5561,0.6147,0.7014,0.8568,0.0938,1.4027
3699,"Fe, Ni?",Fe I] 9218.47,1.7919,0.3189,0.5952,0.6881,0.7733,0.9314,1.4498
3707,Med Neb,H I 9229.01,0.8904,0.9165,0.797,0.8307,0.8863,0.9686,0.751
3711,Deep Neutral,UIL+,1.8293,1.5888,0.811,1.0891,1.2164,1.0353,1.0258
3720,Neutral,Ca I] 9244.31,0.9035,1.0288,0.2227,1.0588,0.2258,0.7992,0.1279
3736,Deep Neutral??,UIL,1.2316,1.8198,0.7236,0.0038,1.8209,2.2124,2.6456
3762,Deep Neutral?,UIL,0.8388,0.5933,0.0347,1.4641,6.8853,0.9579,0.882
