Index,ID,I / 0,E(I / 0),II / 0,E(II / 0),MYSO / 0,E(MYSO / 0),III / II,E(III / II),IV / III,E(IV / III)
2298,N I 7468.31+,2.5597747453898743,0.9307452390598215,0.3593417093919311,0.15255469521992585,6.595496170855798,1.787316226541429,0.3584137327059968,<,2.0970091627141674,>
2314,UIL,0.22962187066947476,0.049811092477235266,0.25882252535694433,0.035273530269384776,0.1849424572702827,0.023525867202075678,0.05252486970657257,<,,>
2323,He I 7499.85,0.7865431432657808,0.06905169894557872,0.9213561419003077,0.050769522509217846,0.4097597611467144,0.11478857967205659,1.0252826040648246,0.048804044674712596,0.896545671612564,0.03564604966121516
2334,Fe II 7513.1762,3.862491026947127,0.6927578926160081,0.7867817277516167,0.12238248366460029,5.109301385418222,0.5148356739775728,0.9699628859734657,0.22976117076289262,1.3547736814339755,0.43123398372662947
2345,UIL+,1.639391075651242,0.20274895213346006,0.3971135471636314,0.05243925492630906,0.4555904095905204,0.006395665730691315,0.6910834090959463,0.24817058780750412,0.8550994402246934,0.35196718640569497
2348,[Cl IV] 7530.8,2.6828583363843004,0.07084764420900948,0.44600278942382515,0.040950933085688764,0.009254540578542646,<,2.600003022407831,0.2550272234323309,3.690593845738286,0.1683056421516268
2426,UIL,0.7563984498993462,0.0132273362034933,0.3956293982263413,0.014467676072572181,0.956476477261171,0.024228423134511606,0.2906814136708017,0.023497632961299877,1.1951408570910715,0.12876122587132313
2434,UIL,0.8949351748083187,0.26970852096564596,0.44638383918106184,0.08457593090954504,1.5222136403961686,0.31882827589739565,0.5004901741219588,0.18509609398330817,1.1636405932221654,0.5592541261503967
2454,UIL,0.7278659725409174,0.12468768954918254,0.35309436704359826,0.06453283869801911,0.9643143965710119,0.11468808394457114,0.22645036034538038,0.04197340125896942,1.392043233849287,0.21285589291169085
2489,UIL+,0.959736378391179,0.5119904357189358,0.5118748000996652,0.18464417774675648,0.19719609652575348,<,0.3779270271434779,<,,>
2501,UIL+,2.2160742509023335,<,0.3441608025244763,<,0.27950056871079204,0.15901247887276523,,>,0.7134933523012893,>
2503,UIL,0.8880978568754266,<,0.13778471140537654,<,0.525387724518592,0.01511455410611974,3.5238968860790285,>,0.5414951627485686,<
2516,UIL,3.2196462253109965,1.2159047124767515,0.9780008405577735,0.349804564821813,0.30678353458374813,0.09692149785363788,1.146371895976705,0.5231682635661312,0.8833310409660038,0.47890247511067685
2524,[Ar III] 7751.10,0.7809230334621127,0.13021100384230416,1.1293340395411366,0.05728981219379903,0.5952796054774219,0.021862162369641485,1.0103500217844295,0.049664599259923,0.6203536867647701,0.03832081980575001
2538,UIL,0.26962455981697303,0.05011120756655014,0.1599261537654376,0.026435931305908694,0.14506259231632862,0.01914753622725238,0.2746587017311211,<,,>
2549,UIL,0.6974758483931697,0.20803651684730332,0.33804816414646166,0.07307832802533953,0.5674399560337562,0.08903406954296009,0.42443341040518034,<,0.48567371132505416,>
2556,UIL+,1.803019084393989,<,0.661321399566708,<,0.6779932241527528,0.1592327461496528,,>,3.0268408105777533,>
2565,UIL,0.15692111253607188,<,0.08235476073531313,<,0.7771609223127747,0.015964418943409255,,>,,>
2577,He I 7816.13+,2.826827967641573,0.3290883438569596,1.0711817990831196,0.11005195284863616,0.3321124591584704,0.02279475807759248,0.671490736482418,0.07240330031699127,1.3342860080073353,0.1256403138263973
2594,UIL,0.7847532345309013,0.10697088562759755,0.27842078521911845,0.031233435076551696,0.5355959298215511,0.01770019320977995,0.7157867631425499,0.16336745934367727,0.6816914240565505,0.2417805739133755
2602,UIL+,0.9488742735560842,0.4475394892155746,0.4100360582057815,0.18241251924026336,0.247018195612123,0.06144590425153957,0.21859243800033024,<,2.87233504544868,>
2614,UIL+,1.0199401094409537,<,0.6146020918557635,0.18149265080804247,0.4329314507527067,0.14365024053101486,0.32171707904991353,<,,>
2623,[P II] 7875.99+,4.600499524336126,<,1.9459253616198886,<,1.6992302392707817,<,,>,,>
2636,UIL,0.39490486874810726,0.10523916866613829,0.30400460993826317,0.05322586137524951,0.2895776222959326,0.03219481845931622,0.09445171371839516,<,,>
2657,UIL+,1.413568674903805,<,0.5706165305143096,<,0.5693899865739672,0.15075463469153402,,>,3.8059035124572045,>
2665,UIL,1.9589692270637487,0.344328916841947,0.5722403257378887,0.06985520534478137,0.4386129156482713,0.06418042220147566,0.5588487310613153,0.1803535389301185,1.7303269201175167,0.5997991523265822
2692,UIL+,1.6585660059218932,<,0.5259361692213594,<,0.6063598636661043,0.13717891562418244,,>,2.9330553072895262,>
2724,[Fe II] 7997.03+,0.7133700761395654,>,,>,14.768909693286043,>,,>,,>
2731,UIL+,0.49931696788231505,0.22693952563746583,0.24732819998124483,0.056531071810859354,0.17742650366586665,0.02719008561921897,0.2732050200255431,<,1.385296193501947,>
2736,UIL,3.3433109196546935,0.8143939183755405,0.9520862777734345,0.1813328557617534,0.3120046050484972,0.036765352967878744,1.0707668250201412,0.31143078803289015,0.9886268441654688,0.33262805865847245
2754,UIL,0.14902925850556362,0.07588004940328325,0.0802113911516979,<,0.1939953304692273,0.06079905786407473,,>,,>
2760,[Cl IV] 8045.62+,0.5930812936102497,0.1383085226027398,0.25714942179865047,0.059941425700723305,0.24243922318107924,0.04864040906452492,0.5354891850176912,0.15181157415038826,8.956631576639154,1.760955503086086
2779,UIL,0.31372304866922635,<,0.161526870579218,0.04815591392189777,0.45789618102480495,0.04213240722272175,0.7117492617896577,<,,>
2790,UIL,0.4623408086426772,0.08248146258559617,0.2816598509483717,0.013486816093169988,0.6207982580873329,0.04926629763431643,0.35506909688563876,<,,>
2825,Ca I] 8125.31,1.7348786508713911,0.4139256957163989,0.34486325042117405,0.2128419873379552,6.836566502529557,2.5475572475572723,1.3258532000122936,0.8295167209048929,0.5376242080547213,0.23248528437692242
2844,UIL,0.059965839117069826,0.03208298988947874,0.17836238929241485,0.017912463476010713,0.3133167943384375,0.03386041964041159,0.09215484928984018,<,,>
2874,N I 8188.012,4.115197984182488,1.2012406095253678,1.2415717126464274,0.3796977016062881,14.207588395553541,4.100051907942982,0.46312047573883647,0.06993918118403952,0.15971596897695503,<
2877,UIL,0.21445736840259863,0.09026632239220783,0.16716447733570414,0.03409976771651158,0.567181113842236,0.014713735906898203,1.1915073762542452,0.241637482955733,0.35104940909366605,0.06903497010700135
2884,N I 8200.357        ,2.8757674399143847,0.5115885243732553,0.14281810673352247,0.048728058772381094,7.317435032001718,1.057539849904573,1.2239943447234396,<,,>
2889,UIL,0.2740171279717301,0.16224454806008204,0.07674766072402905,0.02145353990705043,0.9242169939945353,0.1641152385645305,0.4133418634013486,<,,>
2892,N I 8210.715,1.9242279292378786,0.06026770699063655,0.5429977557872983,0.005021988609372173,4.397609278412374,0.2103305666244464,0.05586459753834579,0.037976694525052604,5.253526232976007,3.58365208330422
2897,N I 8216.34+,2.739954621589184,0.3421233606825148,0.22988772567513732,0.07585416973939133,7.521644705608848,0.9264412769427032,0.18827252768607258,<,,>
2902,N I 8223.14+,6.412738256350298,2.3611960716848444,0.36896469705853574,<,31.317334989707145,11.11198664637614,,>,,>
2907,O I 8230.00+,1.7979230137695836,0.7084257146929606,0.4187991742752289,0.21150215695949362,18.749048629411824,4.698383354536465,0.577783448406849,<,,>
2913,He II 8236.78,1.2533099849635465,>,,>,,>,,>,1.2280284909250274,>
2918,N I 8242.39,2.9755355901232803,0.47559171601996525,0.4596105719094631,0.10340803737644573,7.980744903229952,1.11612330674572,0.20843915247833647,<,,>
2937,UIL,0.24418693553198384,0.025513050651581583,0.240065834851946,0.04838611148364411,0.36684004160975064,0.028572660123027553,0.37458641039123663,<,,>
2942,UIL,0.08821154665060542,0.022501155210721106,0.2792135218964513,0.04064545000981219,0.1097202064169279,0.023629522235350264,0.19685479200122272,<,,>
2951,UIL+,0.7029461537520959,0.35781934679527655,0.12593142333512197,<,0.20076229314098262,<,,>,5.857946691462371,>
2954,UIL,2.0933511675715843,0.0,0.7600703156325865,0.0,4.965390407026979,0.0,0.6070326249492717,0.0,0.6956857976448919,0.0
2957,H I 8292.31,0.4688636472125529,0.0,3.6829277922075723,0.0,1.3752158708236917,0.0,0.2153067375528495,0.0,2.142070673266324,0.0
2963,UIL+,0.9702162450892836,0.17858644000648763,0.8717234826106075,0.10438860631355686,0.9230814126738311,0.08020381413794354,0.774326010010618,0.08485059068638828,0.78996547663311,0.06185186860476204
2967,UIL+,0.05843652971545719,0.0,0.5088173833555044,0.0,0.30232451137545835,0.0,0.4768517709869364,0.0,0.7413370153171516,0.0
2969,H I 8306.11+,1.0836620976002065,0.02597709792295503,1.2404462764486819,0.006187954662110014,0.8600147549808693,0.15257155097001251,1.0223574606805663,0.018621749445758038,0.7451963057241363,0.02045508107931616
2975,H I 8314.26,0.8020318812296864,0.06874220084970831,1.1070543492536942,0.03391833444916055,1.5627689349121057,0.061357440629029245,0.9704422103545198,0.022942360444893634,0.7330846670823343,0.011460521096668234
2982,H I 8323.42,0.8213701098764867,0.10776048214122755,0.973879801123538,0.08710381369241793,1.3972208719839307,0.12364754377292006,0.9849660207070845,0.07281637293364206,0.6697077339875118,0.04807697035441728
2987,UIL,0.820854691714746,0.17128573806311614,0.17302104286002035,0.11722002806481295,0.31745253095810516,<,1.3732695024549215,<,,>
2991,UIL+,1.2730509178805518,0.3031741836717058,0.7199951515775111,0.095091242474391,0.7099017219329713,0.053330043646230556,0.9018150132677414,0.18337715200272242,0.7002076486539267,0.1852010620891959
3000,H I 8345.55,0.2598192905371343,0.0,1.2200562952132725,0.0,1.3346807382898496,0.0,0.6472777252030113,0.0,0.5830242889361831,0.0
3011,H I 8359.00+,0.8736914870147564,0.05646896811509454,1.0598642339019013,0.05903706705331403,1.398634495014215,0.05754617600735303,0.7879237794076819,0.07483375100249735,0.7951313430214703,0.09190124309412
3023,H I 8374.48,0.3546389000993537,0.01581868733106026,1.1400206639360984,0.03550566970034233,1.4421802415899356,0.03542290773187692,0.9593990471145746,0.027037333267091644,0.6311761219796513,0.018334978306110975
3034,UIL,0.18611427254882465,0.042399905363475876,0.03074574332575629,<,0.23124636822402578,0.049695189434164976,,>,,>
3037,H I 8392.40+,0.0,<,0.8516984981108001,0.0,1.5671202868051326,0.0,0.39750645705466514,0.0,0.560617167737911,0.0
3045,UIL,0.8214353955886414,<,0.20195599272701087,0.14601023844113378,0.17823124155827372,0.1603311939405,2.465448528505215,<,,>
3054,H I 8413.32+,0.7654336419307814,0.04708240660760871,1.073013292857911,0.06515942922030189,1.419318506296529,0.06230624765499323,1.1562311539865413,0.0733971608961962,0.6955425573909898,0.044343418199828365
3074,H I 8437.96,0.7080133741983555,0.035296642380866335,1.0803346758372452,0.024329182032534893,1.404541482799018,0.08017636690913019,0.9593051078503211,0.022963381875876664,0.71118263416695,0.020443487369332155
3081,O I 8446.48,1.5203317727607364,0.045560956053726655,0.596408822870922,0.023075077178366706,19.23261789616214,0.3377206373612332,0.04694029916776552,<,,>
3091,UIL+,0.5609145302663797,0.13278067459023188,0.46366371687088526,0.08307145664895105,0.4447936521217002,0.05903392817272872,0.10932701324653961,<,,>
3098,H I 8467.26,0.483037546673826,0.03937013014757588,1.1397165624163992,0.04686769994505156,1.1188504098798346,0.04658368771935121,0.9242574429043908,0.03020652490611701,0.7151096658856029,0.024633093975960765
3104,UIL,0.18068216426282804,0.029284693192543135,0.342138941422212,0.07482636157480992,0.2256313210654651,0.0282078823717432,0.17679010557070662,0.17651044706694,1.4505308787521207,<
3122,UIL,0.0990985465499324,<,0.02006921649393062,<,1.105549276016158,0.101250256167753,,>,,>
3126,H I 8502.49,0.6108076440030149,0.020427733251087418,1.1989303548377273,0.021291039981385037,1.1857422070381132,0.01791584924902264,1.1165857090668967,0.016662042596309573,0.7159982355179725,0.010290312995446216
3138,He I 8518.04,2.7222837302928284,0.7313497504243875,0.9145490674841883,0.27103049696938347,1.595104139942956,0.3974306636225988,1.7814080998081265,0.32191941930524853,0.8717630402700419,0.07802337234000668
3142,UIL,0.09980661410774726,0.026532197348482684,0.21305957076831178,0.006306757139325038,0.3976654220450668,0.013569556677262982,0.019304171997255374,<,,>
3147,He I 8528.95,0.939828036527115,0.22752049024226886,0.7789859033933711,0.09724882279716389,0.5015753339698507,0.0926915035143812,0.8383576562980428,0.04755860579510464,0.6010507499353828,0.11056623084948432
3160,H I 8545.38+,1.1683765909192327,0.05795607112946633,1.146004850845962,0.02360739558884613,0.9884729749824358,0.030217074545740706,1.038047632300994,0.02213342421097709,0.7304359162968111,0.02265500618243334
3164,UIL,0.3269960999783356,0.06749571721894575,0.09711841590638032,0.041091702354986125,0.17497736390166388,0.017795854732489385,0.8788090061614073,<,,>
3172,UIL,0.20646665402116673,0.031673573454609784,0.20803044395466158,0.015637336418241814,0.4445560429406571,0.013351733970144322,0.14314980993819235,<,,>
3187,[Cl II] 8578.69+,0.5583582710646577,0.054922318400452474,1.14254528074863,0.011962796700633037,1.8070730278177956,0.014946890741538895,0.09929613309136272,0.014543727751875873,0.7825711809595788,<
3190,He I 8582.61+,1.089161020543727,0.08444679256235664,1.1318393834447453,0.11392661382930991,0.31998326960272677,0.02305629918266894,1.7923132922182934,0.14934934989547768,1.0213207468648349,0.0564601906243727
3202,H I 8598.39,0.8753493056783106,0.05752787044269262,1.117187538693241,0.09460846500997644,1.1610796779732175,0.07026790420552788,0.9833631376387766,0.09529074681842277,0.7064255998981969,0.06844628404610423
3213,UIL,0.14380487703627862,0.05343399910340866,0.19204689374979525,0.021397823362567972,0.4108002354514888,<,0.18222699618591767,<,,>
3218,[Fe II] 8616.95,0.7469499605645299,0.024886700099920316,0.763190480305268,0.052482896757707245,3.933602371400383,0.5157419809554523,0.12172569247440515,0.06429702017148994,1.7563364172290916,<
3221,UIL,0.9596461679630268,<,0.4236356078901979,<,0.09550004461582501,0.024701246655141403,,>,,>
3244,UIL+,0.36252454980545507,0.131709934602478,0.44524118666006834,0.08981980697784732,0.29572812008135513,0.05075947742156286,0.2151647812758288,0.07602558091892753,1.9141401971279668,0.6056320666947477
3252,UIL,0.6715071738815183,0.0412755309868834,0.4566780359131897,0.049424506130960874,0.1099057253396552,0.031158100753906494,0.18312834809501333,0.07073637171982537,1.2575389437589175,0.6302377504623496
3256,H I 8665.02,0.8903911876345677,0.052309439877841014,1.2355862619037916,0.046639504771990845,0.9464558374599468,0.03419530914030276,0.9542389587944959,0.01619050368480767,0.7356938402908814,0.007722203963557298
3263,UIL+,3.7921299117578364,<,0.9717741411748041,<,0.632484871995016,0.4459291861786687,,>,,>
3268,N I 8680.282,2.969989949546231,<,1.422980989006111,<,9.69696193703639,6.66038348853649,,>,,>
3272,UIL+,0.30062441535987555,0.13324212538856048,0.09686347317903225,0.031153596800813504,0.610559283715926,0.1629597620962188,0.11237404463273566,<,,>
3278,UIL+,0.7392883098688913,0.09018012444261334,0.4088693382719463,0.04608257556257899,0.9670693034933409,0.11919662166199668,0.11855077535705162,<,,>
3280,UIL+,4.266998716088671,0.45787836356574513,0.28281012054989985,0.04465719417299258,6.914059457708573,0.5355999363598372,1.377987203780815,0.26344605327119897,1.0757485407740173,0.13700531340861516
3286,N I 8703.247,3.987459829922505,0.5557500488964113,0.6112784628710641,0.13007045765662506,11.612823880382008,1.428158855014917,0.46333401159053317,0.21295607808723566,0.8913738858170173,0.45586204270850705
3293,N I 8711.703,3.4100568021427953,0.9634990790189888,0.7515704578837197,<,30.67156184263542,7.639974090289999,,>,,>
3299,N I 8718.837,0.47346257626427296,0.3394711616128889,0.15914639389175514,0.11100721262219286,7.63280782533061,2.5461511653369366,1.1600171565482036,<,,>
3306,[C I] 8727.13,0.04019692738015587,<,0.14372820022330646,0.019922729728310613,1.1371112374324766,0.06230339723525192,0.13049182477210153,0.04225479623588432,0.536371284177077,<
3311,He I 8733.43,0.4891680657932942,0.12198944496553324,0.9092705101490017,0.14287598774592883,0.473014251023818,0.07443941985496368,0.8268164310384282,0.05987507771034833,1.0468334845163418,0.053040850207462284
3315,UIL,0.15040717410202778,0.07290411054285924,0.11963846237455819,0.017764940318182112,0.38355293995976,0.023370676618601836,0.35397316188843675,<,,>
3324,H I 8750.47,0.821602483629272,0.03970537118697322,1.0695801832167404,0.018342485417945077,1.2100964693498688,0.008511813239410202,1.0039454001118706,0.02056479166772833,0.7540272901098939,0.015730918727191154
3346,He I 8776.71+,0.18573240776872163,<,0.7326114509679088,0.009339693108201123,0.6013228305580709,0.03486026275164661,1.4596504651461397,0.12300581893203097,0.2500846270226395,0.02100168562499296
3355,UIL,0.022808242810463168,<,0.09675640655371177,0.008670551017620962,0.31191146344615484,0.010984695931903602,0.035709315226213456,<,,>
3372,UIL,0.30710907825911254,0.16258634866697413,0.11822124578179413,0.029517491949369923,0.3829617772830982,0.028915847453060157,0.5949901898661059,<,,>
3397,UIL,0.9951276591051256,<,0.832725105719025,<,0.1796559874426088,<,,>,,>
3405,UIL,0.18787442070662896,0.0440925123525364,0.21567106915090994,0.013509124765123752,0.37453009312925295,0.024972480977371557,0.06018128761669047,<,,>
3412,UIL,0.4502924957714506,0.01123217439159614,0.4225643045800301,0.004354891523130291,1.3972616674688596,0.001892912101866192,0.7093121395872938,0.019833828838554265,0.685928735796524,0.025760722452432862
3414,H I 8862.79,0.9499926099284639,0.03839420682322256,1.048506572209071,0.002420918864575002,1.0868132218994844,0.004425840069429509,0.8757991223214523,0.01358357166729189,0.8112354294138212,0.017778218860454473
3435,UIL,0.1934088092229132,<,0.1301129005958936,<,0.24291942391580865,0.046350197035368364,,>,,>
3439,UIL,1.2246768573933535,<,0.48710759246631286,<,0.5315400255413322,0.11436512927759222,0.6435614242414303,>,1.1186188322790145,<
3481,UIL,0.682299861036679,0.28201988225678465,0.46732870557990874,0.14042838049530684,0.4182739949574918,0.10766134656741919,0.5280467539917929,<,,>
3494,UIL,,>,,>,,>,,>,,>
3536,H I 9014.91,0.6791707101186367,0.0027154044735032633,1.1980194305507892,0.007796554360368303,1.171264761392974,0.005764168961814623,0.9809742654740066,0.005592734631782534,0.7560840953510222,0.005068484104940259
3539,UIL,0.1510243286953485,<,0.08373810553701842,<,0.16442394863927565,0.021741423102793967,,>,,>
3548,UIL,0.22947796358715353,<,0.1399082450712077,0.05698311133179108,0.4695297158626852,0.0632710201902551,0.0591801840835439,<,,>
3552,UIL,1.456768954375572,<,0.7205507216491951,<,0.6382415389492777,0.32896076532658414,0.4209701784071393,>,1.877090446376289,<
3561,UIL+,,>,,>,,>,7.162056525164459,>,0.20861813669442653,0.14312661192795506
3564,UIL,0.08014774414752247,<,0.13573432293298823,0.03005506180594555,0.35392378875799274,<,0.1137672085932177,<,,>
3570,UIL,0.10238483739577528,<,0.06875036183342405,0.017210139712411886,0.1870177265591349,<,0.5049457700087593,<,,>
3574,He I 9063.29,1.4659508472320328,0.6784995409639999,1.4010925870187194,0.597385982277104,0.14756830419217878,0.08818383808267688,0.658933980583092,0.31495785687930666,0.9443087290285841,0.43780143204501465
3579,[S III] 9068.90,0.6806235100130434,0.020383420593247003,1.3464919561699822,0.014613182604360234,1.2205364802949934,0.009209341419015957,0.9766243612629694,0.010714070302510757,0.3322326096235908,0.007686038208550771
3591,UIL,0.5564399660752023,<,0.45272625160121915,<,0.9708965062360124,<,,>,,>
3603,UIL,0.9313371141293598,0.053909238236444765,0.48230262396413764,0.028204674930760388,0.3270850626371573,0.2036264184002425,0.38744503478906983,0.04385607461737713,1.3495999561935375,0.17762872652424197
3615,UIL,0.24785366705837655,<,0.033288250491780975,<,0.09110957565343342,<,,>,,>
3622,[Cl II] 9123.60,0.8644908908146411,0.3107859494644526,0.7198013980908116,0.17802156385513132,2.6700446650846725,0.40953870366294204,0.1735310282768179,0.16352874697751574,1.7884100606166922,<
3640,UIL,0.12252312552976827,0.057660652179256325,0.19195777533125208,0.06835942307335888,0.31683664173016035,0.12101549642129117,0.41601976999258444,<,,>
3649,UIL,0.3145478164375737,0.09364213508779988,0.3071838414614571,0.06971787197790356,0.16238951837104876,<,0.357541716567652,<,,>
3654,UIL,0.5819870311250133,<,0.3887194726393211,<,0.4158718258858537,<,,>,,>
3687,Ca I] 9204.09,0.5950544136792644,0.25127186916349037,0.37877855665039156,0.1688647634094572,9.869000707240776,1.732978828264318,0.5966095393890043,0.4308123834581294,1.0196162620949718,0.802293399446785
3692,He I 9210.28,0.8794682972085038,0.15446703443804902,1.0481798259528994,0.14159347495865157,0.22796531368038075,<,0.8663567109742081,0.12926428420692543,0.5592105184706275,0.16949001786939283
3699,UIL,1.2319729163770394,0.48904716578817664,1.179989853810503,0.3458723747347167,11.27765495900598,3.3432901763481175,0.14935754470369977,<,,>
3707,H I 9229.01,0.8281534868567232,0.030298005803220462,0.9500658471509802,0.02474613472104798,1.0978141413904081,0.019561905871375775,0.9167807492321539,0.026944785329250678,0.8167767604284941,0.029978332797633133
3711,UIL+,4.042912981346738,>,,>,,>,,>,,>
3720,Ca I] 9244.31,2.6248467243006206,0.9197328210817967,0.5747960765946282,<,9.726300123846904,2.892477271005129,,>,,>
3736,UIL,0.440662807237423,0.24565215361050075,0.23413769601745496,0.05143204462594494,0.44538014407902876,0.15100858797854358,0.5372749454904999,<,1.4874923971796967,>
3762,UIL,0.501157740622328,<,0.1890306618652842,<,0.7861385165496396,0.05928898038303045,1.5470795883850386,>,0.6482567133306147,<
